episode,step,temp_celsius,power_watts,coolant_flow_l_min,pue,hour_of_day,thermal_spike
113,200,49.04,646.97,83.76,1.3586,0.03,0
113,210,45.37,764.11,62.93,1.3941,0.03,0
113,220,43.42,457.5,93.5,1.3713,0.03,0
113,230,49.67,435.98,83.07,1.3841,0.03,0
113,240,46.1,583.35,89.27,1.4,0.03,0
113,250,47.31,672.4,46.17,1.3446,0.03,0
113,260,51.04,604.29,80.01,1.4009,0.04,0
113,270,51.7,509.16,55.74,1.4037,0.04,0
113,280,48.28,213.87,104.51,1.3795,0.04,0
113,290,47.3,482.92,53.28,1.3815,0.04,0
113,300,49.78,257.25,82.9,1.3768,0.04,0
113,310,48.11,532.33,96.93,1.3889,0.04,0
113,320,49.56,639.15,85.91,1.3746,0.04,0
113,330,55.14,787.43,71.86,1.4159,0.05,0
113,340,52.58,669.8,75.36,1.4106,0.05,0
113,350,53.02,703.0,99.89,1.4046,0.05,0
113,360,55.1,433.16,96.2,1.3768,0.05,0
113,370,51.53,750.3,55.3,1.3953,0.05,0
113,380,53.9,758.45,108.85,1.3853,0.05,0
113,390,49.79,206.81,71.63,1.3557,0.05,0
113,400,51.67,598.97,119.48,1.3679,0.06,0
113,410,56.37,621.51,70.66,1.3966,0.06,0
113,420,53.94,572.25,76.12,1.3998,0.06,0
113,430,53.9,733.4,57.94,1.3602,0.06,0
113,440,53.92,219.72,116.47,1.4022,0.06,0
113,450,56.98,664.01,42.2,1.3899,0.06,0
113,460,53.26,540.61,61.77,1.3968,0.06,0
113,470,53.26,248.78,58.11,1.3611,0.07,0
113,480,56.26,485.74,93.27,1.3941,0.07,0
113,490,58.24,323.07,94.85,1.353,0.07,0
114,0,29.1,227.35,85.07,1.3744,0.0,0
114,10,31.36,637.02,116.4,1.3613,0.0,0
114,20,33.33,329.91,45.91,1.3588,0.0,0
114,30,32.63,262.24,40.83,1.4014,0.0,0
114,40,32.89,554.19,92.62,1.4048,0.01,0
114,50,34.39,386.93,111.92,1.3701,0.01,0
114,60,37.44,290.31,84.95,1.4137,0.01,0
114,70,38.79,755.5,72.34,1.3498,0.01,0
114,80,36.17,778.89,110.09,1.3749,0.01,0
114,90,36.22,286.63,116.38,1.3673,0.01,0
114,100,38.35,737.19,114.76,1.361,0.01,0
114,110,38.37,293.56,44.79,1.391,0.02,0
114,120,39.24,236.83,78.24,1.3834,0.02,0
114,130,41.16,702.4,114.25,1.3754,0.02,0
114,140,44.58,429.29,46.39,1.4027,0.02,0
114,150,41.8,621.13,46.91,1.3674,0.02,0
114,160,40.88,281.14,96.43,1.3767,0.02,0
114,170,41.36,708.56,41.3,1.3677,0.02,0
114,180,46.33,601.4,40.34,1.409,0.03,0
114,190,46.45,681.8,47.06,1.3719,0.03,0
114,200,45.54,520.17,108.09,1.3821,0.03,0
114,210,44.89,490.75,95.78,1.3866,0.03,0
114,220,46.16,781.85,78.11,1.3492,0.03,0
114,230,44.0,376.74,74.3,1.3748,0.03,0
114,240,45.69,673.17,46.38,1.3672,0.03,0
114,250,49.43,568.8,48.9,1.3647,0.03,0
114,260,48.91,546.56,62.9,1.3754,0.04,0
114,270,48.39,409.01,110.16,1.3878,0.04,0
114,280,50.18,752.05,57.42,1.3831,0.04,0
114,290,51.91,460.01,92.95,1.3849,0.04,0
114,300,48.25,351.96,67.55,1.3895,0.04,0
114,310,51.15,654.6,79.75,1.3916,0.04,0
114,320,50.42,283.36,69.06,1.3836,0.04,0
114,330,47.53,760.54,77.32,1.3794,0.05,0
114,340,48.56,365.55,82.06,1.368,0.05,0
114,350,53.77,562.71,80.53,1.365,0.05,0
114,360,55.08,788.7,42.45,1.3732,0.05,0
114,370,57.59,620.45,67.26,1.414,0.05,0
114,380,48.67,750.21,56.66,1.3905,0.05,0
114,390,52.0,731.91,108.14,1.3942,0.05,0
114,400,55.08,251.85,52.48,1.4024,0.06,0
114,410,51.51,416.98,69.36,1.3954,0.06,0
114,420,54.42,485.85,93.07,1.4169,0.06,0
114,430,58.43,592.35,61.96,1.396,0.06,0
114,440,55.44,691.05,80.74,1.3746,0.06,0
114,450,57.67,308.02,43.24,1.3706,0.06,0
114,460,55.32,684.82,110.16,1.3556,0.06,0
114,470,59.15,687.64,72.73,1.3769,0.07,0
114,480,54.19,792.97,104.34,1.3588,0.07,0
114,490,57.78,284.43,77.74,1.3827,0.07,0
115,0,31.16,266.79,68.09,1.3948,0.0,0
115,10,31.22,337.62,84.18,1.3628,0.0,0
115,20,32.87,370.35,82.88,1.3974,0.0,0
115,30,28.72,515.61,68.63,1.3815,0.0,0
115,40,31.4,219.17,61.83,1.3576,0.01,0
115,50,37.58,360.79,88.43,1.3823,0.01,0
115,60,36.6,669.05,96.36,1.3871,0.01,0
115,70,37.65,217.82,108.24,1.367,0.01,0
115,80,36.92,780.31,115.49,1.3613,0.01,0
115,90,38.56,585.88,87.36,1.369,0.01,0
115,100,38.44,757.69,63.14,1.3731,0.01,0
115,110,35.94,415.63,79.15,1.3382,0.02,0
115,120,42.33,478.62,59.22,1.371,0.02,0
115,130,42.07,710.89,41.9,1.3922,0.02,0
115,140,40.15,746.02,96.98,1.4008,0.02,0
115,150,40.86,567.96,109.73,1.3891,0.02,0
115,160,44.69,656.57,47.65,1.3984,0.02,0
115,170,42.03,533.4,103.99,1.3606,0.02,0
115,180,42.58,277.34,42.91,1.4146,0.03,0
115,190,46.22,533.28,88.82,1.3864,0.03,0
115,200,46.15,406.61,118.51,1.3763,0.03,0
115,210,42.39,214.96,119.63,1.3628,0.03,0
115,220,43.3,269.25,51.67,1.3801,0.03,0
115,230,46.95,635.23,97.5,1.4032,0.03,0
115,240,46.95,343.73,97.64,1.4189,0.03,0
115,250,47.22,688.59,84.2,1.3724,0.03,0
115,260,52.29,670.55,87.39,1.3626,0.04,0
115,270,47.32,526.84,62.26,1.4063,0.04,0
115,280,46.09,700.47,88.22,1.3593,0.04,0
115,290,46.89,613.68,68.74,1.3864,0.04,0
115,300,51.5,525.93,41.18,1.3967,0.04,0
115,310,50.97,398.94,76.78,1.3768,0.04,0
115,320,51.19,422.75,111.49,1.4077,0.04,0
115,330,52.79,466.5,47.46,1.383,0.05,0
115,340,52.21,241.47,87.02,1.4033,0.05,0
115,350,51.08,331.97,41.64,1.3707,0.05,0
115,360,52.09,439.08,89.1,1.3967,0.05,0
115,370,50.44,377.46,64.1,1.3443,0.05,0
115,380,53.66,745.64,65.85,1.351,0.05,0
115,390,53.88,369.19,54.73,1.3723,0.05,0
115,400,53.9,304.47,64.12,1.3313,0.06,0
115,410,54.93,248.01,96.76,1.3744,0.06,0
115,420,53.64,405.2,115.38,1.4041,0.06,0
115,430,54.35,520.75,65.23,1.38,0.06,0
115,440,54.47,756.9,70.73,1.4234,0.06,0
115,450,57.09,427.29,52.97,1.352,0.06,0
115,460,57.24,343.5,101.03,1.3931,0.06,0
115,470,56.63,676.9,94.05,1.3852,0.07,0
115,480,56.42,333.34,46.61,1.3865,0.07,0
115,490,54.16,283.58,70.95,1.3395,0.07,0
116,0,30.39,696.88,88.41,1.3734,0.0,0
116,10,27.54,614.1,88.01,1.3994,0.0,0
116,20,30.96,377.29,52.56,1.3754,0.0,0
116,30,33.37,381.22,72.58,1.3803,0.0,0
116,40,30.24,743.1,68.73,1.3634,0.01,0
116,50,34.45,443.67,88.33,1.3846,0.01,0
116,60,29.17,202.97,57.7,1.3818,0.01,0
116,70,37.31,219.81,57.24,1.3855,0.01,0
116,80,38.19,500.07,64.17,1.3497,0.01,0
116,90,38.24,204.55,52.1,1.3357,0.01,0
116,100,35.69,229.25,86.12,1.3869,0.01,0
116,110,38.15,571.4,79.15,1.3614,0.02,0
116,120,37.01,201.24,91.69,1.3744,0.02,0
116,130,41.48,404.95,47.96,1.3964,0.02,0
116,140,43.42,425.94,97.44,1.4027,0.02,0
116,150,41.31,508.47,69.48,1.3951,0.02,0
116,160,44.09,636.26,86.35,1.369,0.02,0
116,170,39.95,336.14,62.85,1.3426,0.02,0
116,180,44.25,786.45,50.94,1.3405,0.03,0
116,190,44.76,590.53,77.5,1.4232,0.03,0
116,200,46.99,245.28,66.52,1.3598,0.03,0
116,210,44.62,702.72,75.52,1.4037,0.03,0
116,220,46.19,377.43,100.55,1.3624,0.03,0
116,230,47.46,747.46,113.6,1.3982,0.03,0
116,240,44.48,456.74,73.66,1.3248,0.03,0
116,250,46.98,306.08,77.67,1.3752,0.03,0
116,260,49.77,275.01,102.7,1.3596,0.04,0
116,270,49.07,620.18,65.69,1.3794,0.04,0
116,280,47.16,244.51,97.71,1.3662,0.04,0
116,290,50.58,241.55,49.11,1.3761,0.04,0
116,300,47.56,756.42,41.92,1.3756,0.04,0
116,310,48.95,456.55,66.82,1.3557,0.04,0
116,320,51.84,491.78,83.13,1.3822,0.04,0
116,330,50.74,282.84,105.5,1.3682,0.05,0
116,340,50.2,507.58,73.13,1.3705,0.05,0
116,350,52.95,371.64,52.18,1.3678,0.05,0
116,360,52.49,217.35,99.72,1.3761,0.05,0
116,370,51.31,745.0,85.58,1.3774,0.05,0
116,380,49.19,289.1,59.46,1.3619,0.05,0
116,390,53.37,355.79,67.57,1.3593,0.05,0
116,400,52.9,428.06,89.01,1.3524,0.06,0
116,410,56.14,778.67,97.09,1.3885,0.06,0
116,420,57.24,321.02,94.64,1.3899,0.06,0
116,430,53.03,729.43,67.27,1.3857,0.06,0
116,440,56.19,224.75,47.87,1.3958,0.06,0
116,450,55.29,688.72,104.31,1.4122,0.06,0
116,460,57.33,375.7,74.49,1.3903,0.06,0
116,470,59.28,722.9,69.5,1.3416,0.07,0
116,480,57.66,796.05,65.27,1.3505,0.07,0
116,490,54.28,745.75,79.12,1.4145,0.07,0
117,0,31.51,388.41,100.11,1.3444,0.0,0
117,10,26.76,356.11,75.3,1.3341,0.0,0
117,20,31.26,298.81,105.13,1.3904,0.0,0
117,30,29.94,698.28,41.73,1.3554,0.0,0
117,40,32.67,203.49,73.06,1.3762,0.01,0
117,50,36.19,396.19,82.71,1.389,0.01,0
117,60,34.75,691.05,44.34,1.3785,0.01,0
117,70,35.13,468.39,73.43,1.3751,0.01,0
117,80,34.13,338.85,65.57,1.3715,0.01,0
117,90,39.73,666.58,60.59,1.3731,0.01,0
117,100,41.22,243.77,86.04,1.3422,0.01,0
117,110,37.8,594.05,112.08,1.4084,0.02,0
117,120,41.17,375.62,79.47,1.4025,0.02,0
117,130,36.74,760.95,95.94,1.3579,0.02,0
117,140,41.15,746.42,117.8,1.3679,0.02,0
117,150,41.46,726.33,69.89,1.3481,0.02,0
117,160,43.58,593.26,76.72,1.3576,0.02,0
117,170,43.96,517.82,47.49,1.3979,0.02,0
117,180,40.86,768.1,118.8,1.379,0.03,0
117,190,45.28,466.82,98.49,1.3819,0.03,0
117,200,45.33,540.43,96.25,1.3758,0.03,0
117,210,44.24,436.82,72.02,1.3992,0.03,0
117,220,46.06,318.28,90.41,1.3671,0.03,0
117,230,44.79,670.29,104.64,1.336,0.03,0
117,240,47.02,240.42,51.07,1.371,0.03,0
117,250,48.03,693.02,107.28,1.3591,0.03,0
117,260,50.71,510.8,80.27,1.35,0.04,0
117,270,48.51,351.88,117.18,1.3898,0.04,0
117,280,47.92,651.64,73.83,1.3665,0.04,0
117,290,47.21,213.76,103.2,1.378,0.04,0
117,300,52.94,524.15,72.44,1.4178,0.04,0
117,310,50.17,618.39,70.5,1.342,0.04,0
117,320,52.79,351.92,113.39,1.3472,0.04,0
117,330,54.68,559.64,41.92,1.3442,0.05,0
117,340,56.39,367.96,97.22,1.3661,0.05,0
117,350,56.17,287.34,89.73,1.383,0.05,0
117,360,52.85,538.36,57.21,1.3613,0.05,0
117,370,55.94,734.0,40.07,1.3791,0.05,0
117,380,54.96,434.9,78.02,1.3814,0.05,0
117,390,54.51,614.55,96.68,1.3462,0.05,0
117,400,58.12,330.04,81.91,1.3852,0.06,0
117,410,51.83,636.95,42.86,1.3684,0.06,0
117,420,55.0,369.11,61.76,1.3777,0.06,0
117,430,57.25,736.17,67.19,1.3781,0.06,0
117,440,54.26,314.56,90.74,1.3352,0.06,0
117,450,57.96,330.34,64.82,1.3847,0.06,0
117,460,55.36,318.25,89.96,1.3916,0.06,0
117,470,61.19,509.79,65.42,1.3736,0.07,0
117,480,56.8,704.48,76.06,1.3796,0.07,0
117,490,57.22,756.28,42.98,1.3789,0.07,0
118,0,32.7,594.23,72.38,1.3453,0.0,0
118,10,28.52,587.5,56.34,1.349,0.0,0
118,20,31.2,264.02,81.28,1.3477,0.0,0
118,30,28.41,510.42,73.79,1.4042,0.0,0
118,40,35.84,695.96,70.83,1.3814,0.01,0
118,50,32.43,512.79,93.12,1.3937,0.01,0
118,60,35.68,721.87,97.55,1.3743,0.01,0
118,70,37.28,787.42,56.59,1.3546,0.01,0
118,80,37.58,523.47,87.04,1.3855,0.01,0
118,90,35.76,289.97,69.57,1.3782,0.01,0
118,100,37.43,348.48,92.49,1.3792,0.01,0
118,110,39.45,369.37,71.03,1.3444,0.02,0
118,120,39.39,743.25,96.03,1.3606,0.02,0
118,130,40.26,608.79,83.15,1.3732,0.02,0
118,140,41.02,528.83,88.38,1.389,0.02,0
118,150,42.88,665.82,40.52,1.4036,0.02,0
118,160,43.02,294.55,106.06,1.3504,0.02,0
118,170,44.67,458.0,84.81,1.3983,0.02,0
118,180,42.92,241.78,69.68,1.3558,0.03,0
118,190,44.4,391.96,109.98,1.361,0.03,0
118,200,43.89,263.9,59.08,1.3804,0.03,0
118,210,46.38,314.27,113.22,1.3469,0.03,0
118,220,43.68,483.14,110.88,1.3624,0.03,0
118,230,48.32,659.32,57.9,1.3442,0.03,0
118,240,49.85,770.08,103.47,1.3392,0.03,0
118,250,43.42,770.08,49.28,1.3768,0.03,0
118,260,50.05,284.13,50.26,1.3518,0.04,0
118,270,48.53,752.93,55.87,1.3392,0.04,0
118,280,49.48,465.55,46.64,1.3611,0.04,0
118,290,53.18,629.8,62.29,1.3847,0.04,0
118,300,51.34,493.32,111.08,1.3962,0.04,0
118,310,52.56,595.19,107.9,1.364,0.04,0
118,320,50.42,481.79,100.59,1.3478,0.04,0
118,330,53.41,741.97,114.77,1.3379,0.05,0
118,340,50.91,484.84,70.1,1.3443,0.05,0
118,350,51.95,663.13,72.21,1.3474,0.05,0
118,360,51.29,564.35,97.87,1.3727,0.05,0
118,370,50.47,316.86,102.32,1.3954,0.05,0
118,380,56.43,419.99,52.92,1.3709,0.05,0
118,390,54.8,283.05,93.96,1.3536,0.05,0
118,400,53.65,668.2,89.93,1.3508,0.06,0
118,410,56.02,702.67,86.36,1.3647,0.06,0
118,420,55.25,574.26,41.06,1.3532,0.06,0
118,430,58.55,486.94,59.46,1.3722,0.06,0
118,440,56.77,495.71,91.24,1.3711,0.06,0
118,450,59.46,397.25,99.62,1.3968,0.06,0
118,460,57.12,625.3,112.76,1.3724,0.06,0
118,470,56.37,219.62,72.11,1.3705,0.07,0
118,480,54.16,601.65,107.58,1.3563,0.07,0
118,490,59.69,718.11,113.48,1.3536,0.07,0
119,0,30.51,504.56,97.1,1.3828,0.0,0
119,10,28.28,560.07,48.62,1.399,0.0,0
119,20,29.82,254.77,60.17,1.3564,0.0,0
119,30,32.96,503.21,73.05,1.4086,0.0,0
119,40,31.02,607.27,59.21,1.3369,0.01,0
119,50,36.77,254.97,119.59,1.4,0.01,0
119,60,34.23,594.44,73.86,1.3664,0.01,0
119,70,37.61,386.23,83.1,1.3853,0.01,0
119,80,36.57,740.99,119.08,1.4078,0.01,0
119,90,36.66,201.57,104.87,1.3662,0.01,0
119,100,37.26,594.7,41.66,1.3358,0.01,0
119,110,38.72,382.52,99.7,1.3701,0.02,0
119,120,40.37,553.54,84.76,1.349,0.02,0
119,130,39.93,285.94,110.19,1.3777,0.02,0
119,140,38.98,637.78,110.33,1.383,0.02,0
119,150,41.57,340.68,111.89,1.3535,0.02,0
119,160,45.13,428.83,97.02,1.3298,0.02,0
119,170,43.97,207.72,112.57,1.3544,0.02,0
119,180,44.46,231.45,105.66,1.368,0.03,0
119,190,43.92,466.02,49.12,1.3621,0.03,0
119,200,49.9,712.16,82.54,1.3671,0.03,0
119,210,48.08,789.44,58.45,1.3729,0.03,0
119,220,45.8,401.06,110.46,1.3507,0.03,0
119,230,45.84,609.77,89.73,1.3586,0.03,0
119,240,47.97,623.77,90.67,1.411,0.03,0
119,250,47.19,662.19,71.51,1.3703,0.03,0
119,260,45.65,507.11,104.86,1.36,0.04,0
119,270,49.65,581.11,81.59,1.3744,0.04,0
119,280,46.11,656.62,64.25,1.4129,0.04,0
119,290,46.95,353.86,76.64,1.374,0.04,0
119,300,52.26,630.68,45.89,1.3665,0.04,0
119,310,54.18,221.8,67.91,1.3042,0.04,0
119,320,50.01,667.85,59.56,1.3619,0.04,0
119,330,53.14,757.92,88.37,1.3498,0.05,0
119,340,50.98,283.7,84.62,1.3548,0.05,0
119,350,55.92,283.96,73.78,1.3634,0.05,0
119,360,53.81,640.07,68.48,1.4385,0.05,0
119,370,56.6,443.32,78.87,1.3719,0.05,0
119,380,49.83,505.45,78.3,1.3713,0.05,0
119,390,54.9,518.46,104.84,1.3585,0.05,0
119,400,55.51,459.47,82.08,1.4108,0.06,0
119,410,53.96,252.67,92.38,1.3499,0.06,0
119,420,57.81,296.88,113.95,1.342,0.06,0
119,430,56.18,455.07,74.8,1.3764,0.06,0
119,440,52.91,206.72,95.94,1.3632,0.06,0
119,450,57.27,251.38,71.61,1.3931,0.06,0
119,460,57.11,530.18,91.27,1.3549,0.06,0
119,470,55.51,780.47,40.05,1.3378,0.07,0
119,480,56.56,685.05,85.25,1.3916,0.07,0
119,490,58.93,573.49,78.42,1.377,0.07,0
120,0,31.02,561.96,79.68,1.3784,0.0,0
120,10,30.22,312.78,84.56,1.3882,0.0,0
120,20,34.26,390.25,113.94,1.3578,0.0,0
120,30,36.93,374.55,101.86,1.3407,0.0,0
120,40,37.41,432.52,78.63,1.3948,0.01,0
120,50,32.26,772.04,51.13,1.3511,0.01,0
120,60,39.21,720.44,68.07,1.3534,0.01,0
120,70,38.25,248.17,49.13,1.3776,0.01,0
120,80,39.4,223.63,109.84,1.3605,0.01,0
120,90,37.39,631.04,54.69,1.3686,0.01,0
120,100,38.15,308.57,115.83,1.395,0.01,0
120,110,35.39,409.75,77.04,1.3483,0.02,0
120,120,41.4,210.0,51.3,1.3685,0.02,0
120,130,41.06,638.65,51.99,1.3737,0.02,0
120,140,40.93,504.31,106.85,1.3586,0.02,0
120,150,43.66,542.97,117.52,1.3676,0.02,0
120,160,40.42,406.78,119.64,1.3807,0.02,0
120,170,45.45,444.84,56.87,1.3972,0.02,0
120,180,45.91,430.67,110.91,1.3815,0.03,0
120,190,49.56,583.36,41.59,1.3682,0.03,0
120,200,46.27,303.66,70.79,1.3758,0.03,0
120,210,45.57,621.05,85.94,1.3534,0.03,0
120,220,44.94,675.56,90.8,1.381,0.03,0
120,230,50.06,395.98,110.73,1.3629,0.03,0
120,240,46.19,657.58,64.41,1.3303,0.03,0
120,250,52.85,420.49,72.64,1.3471,0.03,0
120,260,48.96,229.82,70.43,1.3409,0.04,0
120,270,51.97,417.13,64.31,1.3438,0.04,0
120,280,50.88,398.18,45.25,1.3588,0.04,0
120,290,48.51,529.38,82.92,1.3784,0.04,0
120,300,51.35,724.4,55.89,1.3472,0.04,0
120,310,50.97,318.98,63.73,1.3482,0.04,0
120,320,51.36,763.87,68.25,1.3496,0.04,0
120,330,49.86,296.01,73.32,1.3578,0.05,0
120,340,50.18,434.98,63.98,1.3647,0.05,0
120,350,52.28,716.41,104.91,1.3747,0.05,0
120,360,50.74,202.75,80.63,1.3682,0.05,0
120,370,52.38,663.88,92.04,1.3545,0.05,0
120,380,54.3,331.07,106.33,1.3368,0.05,0
120,390,54.3,785.24,74.45,1.379,0.05,0
120,400,53.2,521.34,68.48,1.3536,0.06,0
120,410,55.34,391.48,44.77,1.3288,0.06,0
120,420,55.91,304.92,61.53,1.3638,0.06,0
120,430,52.58,204.91,76.63,1.3714,0.06,0
120,440,55.24,654.89,100.68,1.4079,0.06,0
120,450,53.6,468.1,113.17,1.3513,0.06,0
120,460,55.63,783.27,65.18,1.3647,0.06,0
120,470,54.06,600.17,117.56,1.3301,0.07,0
120,480,59.93,217.15,73.74,1.3648,0.07,0
120,490,54.46,265.96,43.08,1.4181,0.07,0
121,0,32.08,202.92,119.4,1.3848,0.0,0
121,10,32.22,537.4,64.93,1.3638,0.0,0
121,20,29.59,283.56,77.12,1.3966,0.0,0
121,30,32.52,603.4,58.6,1.3922,0.0,0
121,40,34.07,715.08,100.67,1.3849,0.01,0
121,50,35.91,634.93,48.05,1.395,0.01,0
121,60,37.24,545.66,61.98,1.3847,0.01,0
121,70,37.61,310.79,76.86,1.3471,0.01,0
121,80,36.81,704.3,70.42,1.3872,0.01,0
121,90,39.04,266.61,44.09,1.3891,0.01,0
121,100,37.67,315.46,97.19,1.3727,0.01,0
121,110,38.37,772.74,60.76,1.3754,0.02,0
121,120,40.31,678.91,105.9,1.3071,0.02,0
121,130,38.93,394.51,46.27,1.3431,0.02,0
121,140,39.2,406.41,68.6,1.3229,0.02,0
121,150,42.23,472.25,42.5,1.3479,0.02,0
121,160,42.94,311.89,107.62,1.3512,0.02,0
121,170,42.34,465.36,70.82,1.3687,0.02,0
121,180,45.22,252.12,65.4,1.3618,0.03,0
121,190,39.66,631.49,101.0,1.3698,0.03,0
121,200,45.29,354.4,48.12,1.3281,0.03,0
121,210,45.95,354.52,49.48,1.3571,0.03,0
121,220,49.4,435.35,41.13,1.3575,0.03,0
121,230,46.57,542.61,46.71,1.3571,0.03,0
121,240,48.36,674.06,58.79,1.3491,0.03,0
121,250,46.83,244.25,99.58,1.3497,0.03,0
121,260,50.29,219.49,66.39,1.3557,0.04,0
121,270,47.19,285.7,105.67,1.3442,0.04,0
121,280,52.37,451.26,58.21,1.346,0.04,0
121,290,51.78,771.36,57.23,1.3161,0.04,0
121,300,51.39,518.61,84.48,1.3252,0.04,0
121,310,52.77,406.49,114.86,1.3574,0.04,0
121,320,49.97,234.31,69.54,1.3377,0.04,0
121,330,52.82,419.76,108.72,1.3434,0.05,0
121,340,53.2,633.41,48.57,1.3718,0.05,0
121,350,52.78,660.27,75.33,1.3845,0.05,0
121,360,50.59,238.35,97.47,1.3676,0.05,0
121,370,53.54,371.14,60.7,1.3662,0.05,0
121,380,55.97,624.35,91.75,1.3471,0.05,0
121,390,54.47,423.51,113.23,1.4034,0.05,0
121,400,55.29,591.9,52.54,1.3648,0.06,0
121,410,57.45,271.22,91.4,1.3593,0.06,0
121,420,54.64,609.99,49.18,1.3804,0.06,0
121,430,54.83,275.9,112.26,1.3421,0.06,0
121,440,59.73,745.82,57.09,1.3529,0.06,0
121,450,57.05,456.42,94.82,1.3702,0.06,0
121,460,57.43,502.05,58.29,1.3653,0.06,0
121,470,56.32,556.22,59.69,1.354,0.07,0
121,480,56.76,393.36,57.43,1.3587,0.07,0
121,490,54.42,268.35,42.15,1.3705,0.07,0
122,0,31.57,470.73,40.08,1.3781,0.0,0
122,10,29.82,556.91,89.5,1.3454,0.0,0
122,20,31.65,317.9,60.34,1.3407,0.0,0
122,30,32.7,792.92,40.47,1.3625,0.0,0
122,40,34.04,684.15,59.52,1.3407,0.01,0
122,50,31.84,732.23,99.58,1.3609,0.01,0
122,60,34.77,233.17,87.56,1.3771,0.01,0
122,70,34.09,437.96,59.02,1.3595,0.01,0
122,80,37.38,562.75,97.51,1.3442,0.01,0
122,90,38.45,613.86,94.35,1.3796,0.01,0
122,100,38.44,626.59,51.7,1.3671,0.01,0
122,110,40.02,257.75,46.04,1.3357,0.02,0
122,120,40.25,279.3,53.8,1.3851,0.02,0
122,130,44.05,260.08,59.57,1.3699,0.02,0
122,140,40.92,386.3,51.91,1.3664,0.02,0
122,150,44.28,528.14,68.93,1.3743,0.02,0
122,160,42.97,530.1,55.76,1.3649,0.02,0
122,170,43.09,603.27,81.84,1.3189,0.02,0
122,180,43.75,333.36,107.29,1.3318,0.03,0
122,190,45.04,600.54,46.88,1.3856,0.03,0
122,200,47.56,347.32,70.43,1.3513,0.03,0
122,210,49.35,555.51,64.5,1.3625,0.03,0
122,220,44.33,227.7,41.85,1.3619,0.03,0
122,230,48.24,630.36,102.44,1.3711,0.03,0
122,240,52.05,474.05,74.7,1.3507,0.03,0
122,250,48.04,676.57,103.56,1.3788,0.03,0
122,260,46.98,392.38,54.42,1.3263,0.04,0
122,270,46.93,248.56,48.81,1.3662,0.04,0
122,280,50.45,573.33,103.88,1.3271,0.04,0
122,290,49.77,418.02,88.44,1.3745,0.04,0
122,300,52.02,403.06,105.82,1.3755,0.04,0
122,310,49.45,499.11,58.91,1.347,0.04,0
122,320,48.81,269.8,100.42,1.37,0.04,0
122,330,50.05,284.82,74.05,1.3598,0.05,0
122,340,50.81,280.68,72.14,1.3496,0.05,0
122,350,55.14,464.37,57.5,1.32,0.05,0
122,360,55.26,324.48,47.88,1.3629,0.05,0
122,370,50.02,486.7,62.92,1.3491,0.05,0
122,380,55.38,283.87,94.99,1.3594,0.05,0
122,390,57.6,373.21,70.46,1.345,0.05,0
122,400,56.45,434.59,70.5,1.3669,0.06,0
122,410,53.94,331.05,63.75,1.3604,0.06,0
122,420,55.32,474.25,102.33,1.3529,0.06,0
122,430,55.49,602.57,69.97,1.3486,0.06,0
122,440,55.92,560.58,119.23,1.3737,0.06,0
122,450,56.55,753.85,60.95,1.3463,0.06,0
122,460,58.48,387.92,83.09,1.3625,0.06,0
122,470,54.83,741.44,114.16,1.3492,0.07,0
122,480,58.13,667.65,58.51,1.3847,0.07,0
122,490,60.36,491.85,88.27,1.3643,0.07,0
123,0,28.71,336.21,107.44,1.3422,0.0,0
123,10,31.23,308.67,116.17,1.3318,0.0,0
123,20,32.5,768.82,49.09,1.327,0.0,0
123,30,31.43,234.59,66.39,1.3398,0.0,0
123,40,33.87,744.71,43.99,1.365,0.01,0
123,50,34.49,547.41,46.56,1.3275,0.01,0
123,60,34.49,294.13,78.39,1.361,0.01,0
123,70,35.92,521.88,75.71,1.3574,0.01,0
123,80,31.95,440.29,44.27,1.3278,0.01,0
123,90,38.79,468.92,89.03,1.3419,0.01,0
123,100,39.53,593.7,106.61,1.3266,0.01,0
123,110,37.86,568.58,89.94,1.3602,0.02,0
123,120,41.34,720.95,48.52,1.362,0.02,0
123,130,42.1,712.2,103.24,1.3692,0.02,0
123,140,43.52,642.66,84.23,1.3564,0.02,0
123,150,41.44,764.29,117.43,1.3559,0.02,0
123,160,40.89,579.11,94.78,1.3674,0.02,0
123,170,46.69,443.83,59.46,1.3496,0.02,0
123,180,45.65,256.47,87.71,1.3573,0.03,0
123,190,46.83,411.44,105.44,1.3556,0.03,0
123,200,45.44,262.01,87.73,1.3244,0.03,0
123,210,45.05,748.31,80.57,1.349,0.03,0
123,220,49.96,326.76,108.24,1.3781,0.03,0
123,230,46.57,732.24,44.28,1.3298,0.03,0
123,240,43.06,618.62,49.11,1.3486,0.03,0
123,250,49.36,499.75,74.08,1.3937,0.03,0
123,260,47.61,609.96,53.74,1.3584,0.04,0
123,270,46.65,614.63,73.73,1.381,0.04,0
123,280,52.68,246.13,89.11,1.384,0.04,0
123,290,48.84,221.98,107.83,1.3552,0.04,0
123,300,49.87,233.77,78.1,1.3831,0.04,0
123,310,52.32,377.51,81.27,1.3739,0.04,0
123,320,51.08,616.91,112.3,1.3702,0.04,0
123,330,52.86,558.62,86.88,1.3446,0.05,0
123,340,52.72,489.1,62.28,1.3476,0.05,0
123,350,52.79,292.48,112.86,1.3308,0.05,0
123,360,54.22,263.5,104.7,1.3163,0.05,0
123,370,56.35,643.86,65.81,1.3693,0.05,0
